,name,twitter,party,tweet,tweet_published
169,Maria Cantwell,SenatorCantwell,Democrat,"Mental health treatment and care is so important, especially in the midst of the #COVID19 pandemic. I’m proud to have worked with Peninsula Behavioral Health to help them access $2 million to expand their program. ",2020-05-12
170,Maria Cantwell,SenatorCantwell,Democrat,"The waiver would provide needed flexibilities to respond to the #COVID19 outbreak, protect Washingtonians, and limit the spread of this disease. ",2020-04-01
171,Maria Cantwell,SenatorCantwell,Democrat,Happy #StPatricksDay Washington - stay safe &amp; practice social distancing!,2020-03-17
172,Maria Cantwell,SenatorCantwell,Democrat,I asked @SecAzar to swiftly begin implementing the $100 billion Public Health &amp; Social Services Emergency Fund from the #CARESAct. WA providers have been on the front lines fighting the outbreak for months &amp; they need access to funds as soon as possible. ,2020-04-09
173,Maria Cantwell,SenatorCantwell,Democrat,"The CARES Act provides critical relief to Tribal governments impacted by the #COVID19 pandemic. As the administration implements this law &amp; deploys critical funding it must respect Tribal sovereignty &amp; engage in meaningful, robust, &amp; rapid government-to-government consultation.",2020-04-06
174,Maria Cantwell,SenatorCantwell,Democrat,"Thousands of fishermen around the Pacific Northwest are feeling the impacts of restaurant, fishing, and tourism season closures due to #COVID19 and the loss of seafood sales. Due to the unique nature of fishing businesses, many have been left without federal assistance until now.",2020-05-09
175,Maria Cantwell,SenatorCantwell,Democrat,"We need these funds, and we need them now. Let’s get aggressive about testing, let’s get aggressive about tracking this virus, and let’s get aggressive about trying to mitigate the impacts of #coronavirus. ",2020-03-06
176,Maria Cantwell,SenatorCantwell,Democrat,"More than $52 million for affordable housing funds is coming to Washington from the #COVID19 CARES Act - 31 cities and counties in Washington, in addition to the state, will get this funding. More info https://www.cantwell.senate.gov/download/03302020-covid-housing-grants",2020-04-03
177,Maria Cantwell,SenatorCantwell,Democrat,"As schools close and transition to online instruction to help control the spread of #COVID19, I’m concerned about the impact of these closures on students with disabilities. ",2020-03-27
178,Maria Cantwell,SenatorCantwell,Democrat,"There has been a surge of reports of discrimination against Asian Americans related to the #COVID19 pandemic, but no concerted effort from federal agencies to address this problem. ",2020-04-13
179,Maria Cantwell,SenatorCantwell,Democrat,"Teacher Appreciation Month starts today, and I want to thank all the incredible teachers in Washington and across the nation who continue to educate and inspire in the midst of this pandemic. #SendTeachersLove",2020-05-01
180,Maria Cantwell,SenatorCantwell,Democrat,"As the Trump administration responds to the #coronavirus outbreak, they should meaningfully engage with Native communities and Tribal leaders to ensure they have access to #COVID19 resources &amp; up-to-date information regarding the presence of COVID-19 in their communities. ",2020-03-18
181,Maria Cantwell,SenatorCantwell,Democrat,"The latest wildfire outlook by @NIFCfire is predicting an “above normal” fire season for much of Central &amp; Eastern Washington. High levels of drought, plus the impacts of the COVID-19 pandemic, will create unprecedented wildland firefighting challenges. We need to be prepared. ",2020-05-20
182,Benjamin L. Cardin,SenatorCardin,Democrat,Marylanders: You have less than one month to sign up for a health care plan during @MarylandConnect's #COVID19 emergency special enrollment period. Visit http://MarylandHealthConnection.gov by June 15 to #GetCovered.,2020-05-18
183,Benjamin L. Cardin,SenatorCardin,Democrat,"On #NationalNursesDay, I want to thank the nurses working on the frontlines to keep Marylanders safe. Our hospitals &amp; our communities are stronger because of what you do every day to combat #COVID19 and serve our residents. I'm proud of your work and grateful for your service. ",2020-05-06
184,Benjamin L. Cardin,SenatorCardin,Democrat,Small businesses owners can't wait for relief funds. @senatemajldr must open up bipartisan negotiations on the next #COVID19 stimulus bill so we can come up with a plan that's fair for all small businesses and ensures that those from underserved communities don't get left behind.,2020-04-14
185,Benjamin L. Cardin,SenatorCardin,Democrat,"Our public health, our global economies, are all interconnected. If we want to save American lives, if we want to be a leader in the fight to stop #COVID19 in its tracks, we cannot isolate our response from the rest of the world.",2020-04-24
186,Benjamin L. Cardin,SenatorCardin,Democrat,"This time last year, the 35-day Trump shutdown left 380,000 federal workers furloughed without pay. That’s why it was one of my top priorities to ensure the FY20 budget passed on time and that federal workers &amp; agencies got the support they deserve. ",2019-12-27
187,Benjamin L. Cardin,SenatorCardin,Democrat,The #Coronavirus outbreak makes it clear that workers also need the option to work from home to keep themselves and others safe. We already have the technology to make telework feasible. This bill will help expand options for our federal employees. ,2020-03-11
188,Benjamin L. Cardin,SenatorCardin,Democrat,"Along w/@ChrisVanHollen, we are closely monitoring the newly announced cases of novel coronavirus in Maryland. We stand ready to support the state in any way we can. Today, the Senate passed an emergency bipartisan supplemental pkg to provide more funds for our state/local govts. ",2020-03-06
189,Benjamin L. Cardin,SenatorCardin,Democrat,Today is the last day to sign up for a health care plan through @MarylandConnect's COVID-19 special enrollment period. Don't miss out on this chance to make changes to your plan or find one that fits your needs. Visit http://Marylandhealthconnection.gov today.,2020-06-15
190,Benjamin L. Cardin,SenatorCardin,Democrat,I'm pleased to hear that Maryland has received a Major Disaster Declaration which will open up access to even more federal resources to help our state combat the #COVID19 outbreak. #TeamMaryland will continue to work together in our ongoing response and recovery efforts.,2020-03-27
191,Benjamin L. Cardin,SenatorCardin,Democrat,The fact that thousands of Americans — including many Marylanders — still remain stranded abroad due to #COVID19 travel restrictions is unacceptable. I'm calling on @SecPompeo to use all authority and @StateDept resources to bring our citizens home now.,2020-03-24
192,Benjamin L. Cardin,SenatorCardin,Democrat,HAPPENING NOW: I'm on the Senate floor discussing small business relief in the #COVID19 stimulus bill. Tune it at http://Facebook.com/senatorbencardin,2020-03-25
193,Benjamin L. Cardin,SenatorCardin,Democrat,The Maryland delegation has announced $10.2 million in funds from the @CDCgov to help our state's #COVID19 response. We’ll continue to work with state and local officials to put these resources to work in communities throughout Maryland ,2020-03-17
194,Benjamin L. Cardin,SenatorCardin,Democrat,"The experts at @NIH are working to develop a #Coronavirus vaccine. Because of prior investments into the agency, they’re ahead of the curve. Emergency funds passed yesterday &amp; our ongoing collaborative efforts will help strengthen and advance the fight against this epidemic. ",2020-03-06
195,Benjamin L. Cardin,SenatorCardin,Democrat,"My heart breaks for the 100,000 Americans lost to #COVID19 and for all who have had to say goodbye to their friends, family &amp; loved ones from a distance. They are more than numbers. As we mourn we must remember that this global crisis is deeply personal for those affected. ",2020-05-27
196,Benjamin L. Cardin,SenatorCardin,Democrat,WATCH: I'm speaking on the Senate floor now. Increasing testing capabilities must be our top priority. We need a national strategy to secure needed supplies for our states to properly conduct and analyze #COVID19 tests in our communities. https://www.c-span.org/congress/?chamber=senate,2020-05-13
197,Benjamin L. Cardin,SenatorCardin,Democrat,"An important update: Social Security beneficiaries will NOT need to file a tax return to receive the $1,200 #COVID19 stimulus payment. ",2020-04-02
198,Benjamin L. Cardin,SenatorCardin,Democrat,This was a cruel & unnecessary measure even before the ongoing pandemic; now it makes clear the Trump admin’s commitment to undermining working people. We’ll continue to fight against this rule. We can’t leave anyone behind on our road to recovery from this crisis.,2020-05-15
199,Benjamin L. Cardin,SenatorCardin,Democrat,"Marylanders, there's still time to sign up for a health care plan under @MarylandConnect's #COVID19 special enrollment period. You have until June 15 to #GetCovered. Visit http://Marylandhealthconnection.gov today.",2020-04-27
200,Benjamin L. Cardin,SenatorCardin,Democrat,"Without normal revenue local govts are hemorrhaging funds for needed supplies & tools to combat #COVID19, straining their ability to carry out basic functions. We're pushing for more funds &amp; flexibility in the next relief package so they can replace lost $and keep residents safe",2020-05-04
201,Benjamin L. Cardin,SenatorCardin,Democrat,"The proper term is #COVID19. Referring to this pandemic by anything other than its appropriate, medical names inflames xenophobic fear and risks damaging U.S. credibility at a time when diplomacy and good will is most vital. This is irresponsible and counterproductive. ",2020-03-26
202,Benjamin L. Cardin,SenatorCardin,Democrat,"Trump has already harmed our ability to handle the Coronavirus by cutting funds &amp; workforces of agencies that respond to public health emergencies. Hiring freezes, budget cuts, and his anti-health &amp; science agenda threaten efforts to keep Americans safe. ",2020-02-28
203,Benjamin L. Cardin,SenatorCardin,Democrat,"Today at 4 pm I'm going live with Dr. @JenniferNuzzo, Senior Scholar at Johns Hopkins Center for Health Security, for a virtual discussion: Are We Ready to Reopen Maryland? #COVID19 Testing and More. Tune in live at http://Facebook.com/SenatorBenCardin and http://Youtube.com/SenatorCardin",2020-05-21
204,Benjamin L. Cardin,SenatorCardin,Democrat,"This is a trying time for Holocaust survivors as #COVID19 leaves them vulnerable while separating them from family &amp; loved ones, especially during recent holidays. Now more than ever we must continue to be good neighbors &amp; spread kindness to those in need. ",2020-04-20
205,Benjamin L. Cardin,SenatorCardin,Democrat,"We must expand & improve #COVID19 testing before we reopen the country. If we take action without knowing where we stand in combatting this pandemic, we risk rolling back all of our efforts thus far and putting lives in danger ",2020-04-15
206,Benjamin L. Cardin,SenatorCardin,Democrat,Our experts have said over and over again: testing is key to saving lives and reopening our states. We must increase testing capacity in all communities before we get back to business as usual or we risk further endangering our citizens and our economy. ,2020-05-12
207,Benjamin L. Cardin,SenatorCardin,Democrat,Hydroxychlorquine hasn't been proven to prevent #COVID19. @US_FDA warns it shouldn't be taken outside hospitals or clinical trials because of serious risks of heart problems. Let’s stay focused. We can't allow @POTUS to keep overshadowing attempts to circumvent the law.,2020-05-19
208,Benjamin L. Cardin,SenatorCardin,Democrat,".@POTUS has been on a dangerous mission to take away access to health care from Americans who need it the most. To rule to allow providers to discriminate against LGBTQ patients, especially during #PrideMonth AND in the middle of a pandemic, is disgraceful. We must fight this. ",2020-06-13
209,Benjamin L. Cardin,SenatorCardin,Democrat,"Today I'm joining a virtual conversation on #SmallBiz relief w/ @fearlessbmore, @ChrisVanHollen and small business owners &amp; entrepreneurs in Maryland navigating the #COVID19 pandemic. Tune in live at 2PM: https://www.facebook.com/fearlessbmore/",2020-04-17
210,Benjamin L. Cardin,SenatorCardin,Democrat,"With health leaders at @UMMS today to discuss ongoing efforts to get #COVID19 resources, info &amp; treatment to all corners of our state. Preparing communities to address this crisis means working w local health depts, providers &amp; hospitals on the frontlines keeping Marylanders safe ",2020-03-06
211,Benjamin L. Cardin,SenatorCardin,Democrat,This Thursday at 4 pm I'm hosting a Facebook live Q&A w/ Dr. @JenniferNuzzo from Johns Hopkins Center for Health Security on the importance of #COVID19 testing to safely reopening our communities. Have any questions? Submit yours at http://facebook.com/senatorbencardin.,2020-05-18
212,Benjamin L. Cardin,SenatorCardin,Democrat,One of the best ways to protect yourself from coronavirus exposure is to wash your hands. I encourage everyone to stay informed and prepared to respond to this outbreak. Follow CDC guidelines for #COVID19 prevention: ,2020-03-02
213,Benjamin L. Cardin,SenatorCardin,Democrat,"TODAY: At 3:30 pm I'm going live with Ashley Duckman, VP of Govt Affairs for @MDChamber, and Jamon Phenix, Coalition Manager at @Page30Coalition for a conversation on #COVID19 Relief for At Risk Small Businesses. Join us at http://Facebook.com/SenatorBenCardin or http://Youtube.com/SenatorCardin",2020-06-18
214,Benjamin L. Cardin,SenatorCardin,Democrat,"Tomorrow I’ll be hosting a virtual discussion with Baltimore City Health Commissioner @DrTishCommish on the fight against #COVID19 in Maryland. Tune in at http://facebook.com/senatorbencardin on Thursday, April 23 at 3:30pm to watch us live.",2020-04-22
215,Benjamin L. Cardin,SenatorCardin,Democrat,"The deadline to sign up for a health care plan through @MarylandConnect's emergency #COVID19 special enrollment period is next Monday, June 15th. Visit http://marylandhealthconnection.gov now to learn more and #GetCovered.",2020-06-09
216,Benjamin L. Cardin,SenatorCardin,Democrat,HAPPENING NOW: I'm live with Dr. @JenniferNuzzo from Johns Hopkins Center for Health Security answering your questions about #COVID19 testing as we look toward reopening Maryland. Join the conversation at http://facebook.com/SenatorBenCardin and,2020-05-21
217,Benjamin L. Cardin,SenatorCardin,Democrat,"I speak regularly w/state & local leaders in Maryland suffering critical losses of funding due to #COVID19 – that means cuts to jobs and essential services like police, first responders &amp; teachers are at risk. Federal govt must provide more funds to keep our states afloat.",2020-05-20
218,Benjamin L. Cardin,SenatorCardin,Democrat,HAPPENING NOW: I'm live with Baltimore City Health Commissioner @DrTishCommish for a conversation on fighting #COVID19 in Maryland. We're answering questions about local efforts to protect public health &amp; keep Marylanders safe. Tune in here: http://facebook.com/senatorbencardin,2020-04-23
219,Benjamin L. Cardin,SenatorCardin,Democrat,.@FEMA must fulfill the request for emergency medical supplies and equipment for the National Capital Region. We cannot wait until the surge is here for medical workers to get the supplies they need to combat this pandemic. ,2020-04-08
220,Benjamin L. Cardin,SenatorCardin,Democrat,"Cutting off funding to the World Health Organization in the middle of a global pandemic is irresponsible, irrational and simply the wrong thing to do.",2020-04-15
221,Benjamin L. Cardin,SenatorCardin,Democrat,"Thanks to #COVID19, international travel has ground to a near halt, so it is unclear what practical value @POTUS new directive may have except from keeping family members apart during a most historic, global crisis.",2020-04-22
222,Benjamin L. Cardin,SenatorCardin,Democrat,"Infectious disease outbreaks around the world threaten Americans here at home. As thousands die because of COVID-19, the president must take some responsibility for his own actions and let the medical experts in the United States and around the globe do their job.",2020-04-15
223,Benjamin L. Cardin,SenatorCardin,Democrat,I wrote to @SecPompeo to urge him and his staff to only use only recognized names for #COVID19 in all official communication. ,2020-03-26
224,Benjamin L. Cardin,SenatorCardin,Democrat,The demand for #PaycheckProtectionProgram loans is a welcome sign that small businesses are beginning to receive the economic relief that they desperately need. I remain committed to ensuring that no small business is left behind as our cities and states address #COVID19.,2020-04-08
225,Benjamin L. Cardin,SenatorCardin,Democrat,"Today we mourn the loss of 100,000+ Americans and 2,431 Marylanders to #COVID19. We mourn with all who've lost parents, grandparents, children, friends &amp; valued members of our communities. Through our continued fight against this pandemic, we must never forget their memory. ",2020-06-01
226,Benjamin L. Cardin,SenatorCardin,Democrat,"We will be living with the effects of #COVID19 for years to come – we will continue to adapt to new ways to learn, work, and live as we overcome this crisis. But the tremendous loss of life is a pain we will endure as a nation.",2020-05-27
227,Benjamin L. Cardin,SenatorCardin,Democrat,"The #Coronavirus emergency funding will help support local health depts, @NIH &amp; @CDC research and mitigate the impacts of this epidemic on our economy. This public health crisis requires a strong bipartisan &amp; science-based response to keep Americans safe",2020-03-05
228,Benjamin L. Cardin,SenatorCardin,Democrat,"Now that The House has passed the #COVID19 stimulus package, @POTUS must swiftly sign it into law so that we can get resources to our states &amp; medical workers on the front lines, and relief directly into hands of American families, workers &amp; small businesses owners in need.",2020-03-27
229,Benjamin L. Cardin,SenatorCardin,Democrat,"Remember: Due to #COVID19, #TaxDay has been moved from April 15th to July 15th. If you haven't filed your taxes yet, you still have time.",2020-04-15
230,Benjamin L. Cardin,SenatorCardin,Democrat,WATCH LIVE: Today the Maryland Delegation spoke to state health officials today to ensure federal resources can reach every corner of Maryland during this crisis. Our readiness to respond to the #COVID19 outbreak depends on our coordination at all levels. https://www.facebook.com/senatorbencardin,2020-03-10
231,Benjamin L. Cardin,SenatorCardin,Democrat,"The deadline to sign up for a health care plan through @MarylandConnect's COVID-19 special enrollment period has been extended! Marylanders, you now have until June 14 to find a plan and #GetCovered. Don't wait to sign up! Learn more below:",2020-04-01
232,Benjamin L. Cardin,SenatorCardin,Democrat,"Withdrawing from WHO will have serious consequences for our nation & the global fight against #COVID19. Plus, abandoning US leadership still leaves room for China to expand its influence - exactly what @POTUS claims he wants to stop. This is counterproductive &amp; will cost lives.",2020-05-29
233,Benjamin L. Cardin,SenatorCardin,Democrat,"Today the Senate passed The #FamiliesFirst Coronavirus Response Act to ensure free #COVID19 testing, secure paid leave for workers &amp; expand the safety net for families affected by this crisis. We'll continue to do everything possible to protect public health &amp; our communities",2020-03-18
234,Benjamin L. Cardin,SenatorCardin,Democrat,"We’re learning more about how #COVID19 affects our communities, facing rising cases and responding to the influx of small businesses &amp; workers reaching out for assistance. In order to tackle new demands, we must work together and target funding &amp; support where it's needed most.",2020-04-13
235,Benjamin L. Cardin,SenatorCardin,Democrat,Extending full health & housing benefits to members of the national guard as they serve on the frontlines of our states' #COVID19 response should be a given. I'm glad the Admin finally changed course to get them the benefits they deserve for risking their lives to keep us safe.,2020-04-10
236,Benjamin L. Cardin,SenatorCardin,Democrat,"Now is the time for all hands on deck. Just like we have in response to the #COVID19 pandemic, we must urgently work together, on Earth Day and every day, to protect the health of our air, water &amp; land, and to slow the causes and consequences of #climatechange. Happy #EarthDay!",2020-04-22
237,Benjamin L. Cardin,SenatorCardin,Democrat,"My call today w/@mayorbcyoung &amp; the MD delegation underscored the urgent need for additional federal funds to support our local gov't. Local economies have been hit hard, while emergency response needs continue to grow. #COVID19 relief must target funds to those on the frontlines",2020-04-14
238,Benjamin L. Cardin,SenatorCardin,Democrat,Let’s get through this crisis before attempting to choke the life out of the very entities established to navigate such international crises. The fight against coronavirus will not be won by just focusing on the U.S. but by ending this pandemic around the world.,2020-04-15
239,Benjamin L. Cardin,SenatorCardin,Democrat,"States need help from the federal government to support efforts to save lives, protect residents and medical workers, and safeguard our communities during this pandemic. We can't stop fighting for resources for those on the frontlines. ",2020-04-13
240,Benjamin L. Cardin,SenatorCardin,Democrat,"Over 5000 Marylanders have already signed up for a health care plan during @MarylandConnect's #COVID19 special enrollment period! If you're uninsured, visit http://MarylandHealthConnection.gov to find out how you can #GetCovered before the April 15 deadline.",2020-03-27
241,Benjamin L. Cardin,SenatorCardin,Democrat,"Deflecting blame is not the way to save lives and get our nation and the world through this global public health crisis. Yet again, @POTUS chastises others for perceived mistakes while falsely claiming his response to the COVID-19 outbreak was perfect. ",2020-04-15
242,Benjamin L. Cardin,SenatorCardin,Democrat,"Today I joined a call with frontline health providers fighting #COVID19 in Western Maryland. It’s critical that medical workers have the resources for testing, treatment &amp; equipment to stay safe and do their job. State &amp; local relief must reach those in all corners of our state.",2020-04-30
243,Benjamin L. Cardin,SenatorCardin,Democrat,"Access to quality health care is critical, especially during the #COVID19 crisis. Marylanders, there's still time to sign up for coverage through @MarylandConnect's special enrollment period. You have until June 15th to find a plan that fits your needs. #GetCoveredMD",2020-04-14
244,Benjamin L. Cardin,SenatorCardin,Democrat,"We must keep fighting to ensure all families have access to safe, clean water to limit the spread of #COVID19. Together, America’s Water Infrastructure Act and the Drinking Water Infrastructure Act would help to fix that disparity, furthering progress toward #EnvironmentalJustice",2020-05-11
245,Benjamin L. Cardin,SenatorCardin,Democrat,We must work to address the inequities unmasked by #COVID19. Joining this live press conference with AG @BrianFrosh for the launch of the #COVID19 Access to Justice Task Force. ,2020-06-11
246,Benjamin L. Cardin,SenatorCardin,Democrat,"As we address the #COVID19 crisis, it’s still critical that everyone gets counted in the #2020Census. It’s easier than ever to respond to the questionnaire right from home. This year, you can submit it online, by phone, or by mail. Visit http://2020census.gov to learn more.",2020-03-18
247,Benjamin L. Cardin,SenatorCardin,Democrat,"Because of bipartisan negotiation, the new #COVID19 relief bill includes: $310 billion for #PPPLoan $50 billion for small biz #EIDLLoan $25 billion for COVID19 testing ..and much more for our communities. My full remarks: https://youtu.be/kVb0dFQXUmc",2020-04-21
248,Benjamin L. Cardin,SenatorCardin,Democrat,".@POTUS, this is dangerous and irresponsible. Do not, under any circumstance, inject or ingest disinfectants. For accurate information on protecting yourself from #COVID19, visit http://www.cdc.gov/coronavirus instead.",2020-04-24
249,Benjamin L. Cardin,SenatorCardin,Democrat,"As the world grapples with the COVID-19 pandemic, human rights continue to be threatened in Hong Kong. I urge the @POTUS to use the tools provided by the US Congress and fully implement the Hong Kong Human Rights and Democracy Act.",2020-04-18
250,Benjamin L. Cardin,SenatorCardin,Democrat,The US must increase the number of tests performed each day to ensure that we can effectively monitor and stop the spread of #COVID19. The lack of any federal plan not only hinders the nation's public health response but our economic recovery as well. ,2020-05-14
251,Benjamin L. Cardin,SenatorCardin,Democrat,Many of the communities that have experienced the worst health consequences of #COVID19 are also the communities that will be the most harmed economically. @CoryBooker &amp; I have a proposal to invest in underserved and underbanked small business owners who are struggling.,2020-05-11
252,Benjamin L. Cardin,SenatorCardin,Democrat,"Today the Trump admin is still engaged in a lawsuit to end the #ACA. If they get their way, 130 million Americans w/ preexisting conditions would be left without coverage—the same people most vulnerable to #COVID19. This is unacceptable. Now &amp; always health care is a human right",2020-03-23
253,Benjamin L. Cardin,SenatorCardin,Democrat,"Marylanders: from March 16, through April 15, @MarylandConnect will open an emergency enrollment period for those in need of coverage as part of #COVID19 response. It’s critical that everyone has access to quality care in order to keep our communities safe. learn more below: ",2020-03-13
254,Benjamin L. Cardin,SenatorCardin,Democrat,"May is #MentalHealthAwarenessMonth. As rates of anxiety, depression, substance abuse &amp; domestic violence rise due to the #COVID19 crisis, it's more important than ever to #FundMentalHealth and redouble our efforts to expand services for all those in need.",2020-05-13
255,Benjamin L. Cardin,SenatorCardin,Democrat,"Reports of #COVID19’s disproportionate impact on Black Americans &amp; communities of color can't be ignored. Addressing health disparities, as well as gaps in access to treatment &amp; care,is vital to combating this crisis. The admin must ensure this data's made available to the public ",2020-04-08
256,Benjamin L. Cardin,SenatorCardin,Democrat,"NEW: Today @RonWyden &amp; I introduced a bill to provide immediate relief to American small businesses through a tax rebate of up to $75K, and additional tax relief for wages paid during the #COVID19 crisis. ",2020-03-20
257,Benjamin L. Cardin,SenatorCardin,Democrat,".@POTUS' 4th of July parade is a danger to public health &amp; waste of taxpayer money. As Maryland, DC &amp; Virginia suffer some of the worst impacts of #COVID19, such a massive event is irresponsible &amp; risks the safety of residents &amp; service members who may be forced to participate. ",2020-05-27
258,Benjamin L. Cardin,SenatorCardin,Democrat,"Millions are without jobs due to #COVID19, foodbanks nationwide are low on inventory and yet @POTUS is still carrying out his plan to take food assistance away from Americans out of work. #HandsOffSNAP",2020-05-15
259,Benjamin L. Cardin,SenatorCardin,Democrat,"My colleagues & I call on @POTUS to add the National Capital Region as a federal #COVID19 testing site. 6 million people live, work &amp; commute within DC, MD &amp; VA, and help carry out functions of the federal govt for the entire nation. The health of our region is a top priority. ",2020-03-18
260,Benjamin L. Cardin,SenatorCardin,Democrat,"On #HealthCareHeroesDay, I want to thank the frontline healthcare workers keeping Marylanders safe during the #COVID19 crisis. To all of the doctors, nurses, EMS responders and caregivers: thank you for everything you're doing to help our communities. ",2020-05-02
261,Benjamin L. Cardin,SenatorCardin,Democrat,The @WHO has been an essential partner for U.S. global health assistance and support for all nations. @POTUS' decision to cut off WHO funding in the middle of a global pandemic is the wrong thing to do. My op-ed in @statnews:,2020-04-24
262,Benjamin L. Cardin,SenatorCardin,Democrat,I'm especially grateful for the @MDNG citizen soldiers for constructing the new field hospital at the Baltimore Convention Center as well as #COVID19 screening sites throughout the state. Maryland communities are safer &amp; stronger because of their swift action &amp; dedicated service.,2020-04-10
263,Benjamin L. Cardin,SenatorCardin,Democrat,"On #NationalDoctorsDay we thank the doctors, nurses, first responders &amp; medical professionals putting their health and well-being at risk in order to protect us all during the #COVID19 crisis. We must keep working to get them the resources they need to stay safe and save lives.",2020-03-30
264,Benjamin L. Cardin,SenatorCardin,Democrat,"The Maryland Delegation is calling on @FEMA to approve the State's request for 2 federal medical stations in Baltimore. These stations would increase Maryland’s hospital capacity by 300 beds and add over 1,000 ventilators to help prepare for the rising number of #COVID19 cases. ",2020-03-25
265,Benjamin L. Cardin,SenatorCardin,Democrat,One of the best ways to protect yourself from coronavirus exposure is to wash your hands. I encourage everyone to stay informed and prepared to respond to this outbreak. Follow CDC guidelines for #COVID19 prevention:,2020-03-02
266,Benjamin L. Cardin,SenatorCardin,Democrat,"Important call today w/ @mayorbcyoung, the Baltimore delegation &amp; regional county execs on the need for additional support for our state and local governments fighting on the frontlines of the #COVID19 crisis. #TeamMaryland",2020-05-04
267,Benjamin L. Cardin,SenatorCardin,Democrat,I'm pleased to join the Maryland Delegation to announce the allocation of over $48 million in federal funds through the #CARESAct to help our local governments respond to the economic and housing impacts of #COVID19. #TeamMaryland,2020-03-31
268,Benjamin L. Cardin,SenatorCardin,Democrat,"#EarthDay2020 is a chance for us to learn from one global emergency, #COVID19, how to combat another, #ClimateChange: We must listen to experts We must work hand-in-hand with the global community We must commit wholeheartedly to bold action",2020-04-22
269,Benjamin L. Cardin,SenatorCardin,Democrat,"The 3rd #COVID19 stimulus bill takes steps to strengthen our public health response &amp; keep our economy afloat through this crisis, including: Relief for #SmallBiz Money for hospitals &amp; local health facilities Expanded unemployment insurance benefits",2020-03-26
270,Thomas R. Carper,SenatorCarper,Democrat,"THREAD: In times like these, it’s terrible to think that people would take advantage of anyone, let alone our seniors. But, unfortunately, we are seeing some scams related to #COVID19 relief. It’s important that everyone stays alert. Please RT to share accurate information ",2020-04-03
271,Thomas R. Carper,SenatorCarper,Democrat,".@senatemajldr sets the agenda for the Senate. I wish I could say that the top item of the agenda today was to vote on bills to support states, hospitals, and small businesses still battling the pandemic. But no. It was voting to confirm McConnell’s protégé, Justin Walker. ",2020-06-18
272,Thomas R. Carper,SenatorCarper,Democrat,"Meanwhile, the #COVID19 infection rate climbs and we continue to lose more Americans every day from the virus. Mr. President, please meet this moment with the seriousness and the urgency it deserves. The country is counting on you.",2020-04-03
273,Thomas R. Carper,SenatorCarper,Democrat,"On this #WorldHealthDay, we celebrate the nurses, doctors, first responders and researchers who truly are the heroes of the #COVID19 crisis our nation and the world is facing. Today and every day, we thank you. And we stand with you.",2020-04-07
274,Thomas R. Carper,SenatorCarper,Democrat,"As a Vietnam veteran and retired @Navy captain, I know how important it is to ensure our veterans and their families are cared for during this crisis. I’m proud that the #COVID19 relief package includes nearly $16 billion to help our veterans get access to care they may need.",2020-03-26
275,Thomas R. Carper,SenatorCarper,Democrat,"So many families find themselves in dire straits through no fault of their own. That’s why the new #COVID19 relief package expands unemployment insurance for workers and provides $1,200 cash payment to every adult making less than $75,000 and an additional $500 per child. ",2020-03-26
276,Thomas R. Carper,SenatorCarper,Democrat,The SAFE Vehicles rule will lead to dirtier air at a time when our country is working around the clock to respond to a respiratory pandemic whose effects may be exacerbated by air pollution. ,2020-03-31
277,Thomas R. Carper,SenatorCarper,Democrat,"Nationwide, residential wood heaters emit FIVE TIMES more PM pollution than U.S. petroleum refineries, cement manufacturers and pulp and paper plants COMBINED. In the middle of a respiratory pandemic, EPA may be planning to reverse its decision to stop the sale of these heaters. ",2020-05-11
278,Thomas R. Carper,SenatorCarper,Democrat,"This is dangerous. You have to wonder: Even in the midst of a global pandemic, why is @realDonaldTrump so preoccupied with removing the independent watchdogs whose job it is to identify wrongdoing and root out corruption?",2020-04-07
279,Thomas R. Carper,SenatorCarper,Democrat,Food banks like @FoodBankofDE are working to ensure our communities are fed during this crisis. I’m proud that the #COVID19 relief package includes funding for The Emergency Food Assistance Program (TEFAP) that will help food banks continue to carry out their critical missions.,2020-03-26
280,Thomas R. Carper,SenatorCarper,Democrat,"It's not enough to tell the American people that the President's authorities under DPA have been invoked. As a recovering governor, I know how important it is to get resources to states during a crisis. Without federal leadership, states can't effectively contain #COVID19.",2020-03-21
281,Thomas R. Carper,SenatorCarper,Democrat,Your daily reminder that @realDonaldTrump is still trying to rip health care away from 30 millions Americans in the middle of an unprecedented pandemic. ,2020-05-07
282,Thomas R. Carper,SenatorCarper,Democrat,"THREAD: For so many involved in the planning of @USS_Delaware, today has been a long time coming. Because of the #COVID19 pandemic our state, our nation, and the world is facing – today’s ceremony was not the one we had hoped for.",2020-04-04
283,Thomas R. Carper,SenatorCarper,Democrat,There isn’t enough protective gear for medical professionals working around the clock to protect our families — a devastating result of @realDonaldTrump’s flat-footed response to #COVID19. I’m continuing to push this administration to ensure medical workers have what they need. ,2020-03-20
284,Thomas R. Carper,SenatorCarper,Democrat,"Although we can't celebrate #EarthDay like we might normally do, we can still appreciate this Earth in all of its glory by taking a walk while practicing safe social distancing. My wife, Martha, took these photos on our walk this morning. How are you celebrating #EarthDayAtHome?",2020-04-22
285,Thomas R. Carper,SenatorCarper,Democrat,"Transparency is always important, but especially now. An individual on my Delaware-based staff has tested positive for #COVID19. We have consulted with public health experts and medical professionals and are taking all the proper precautions. Full statement from my press office: ",2020-03-16
